ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ac9d01b74fef389e0e8eb380ad5620af	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
ad6d577946fff7830c1d707bfda18305	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
af1a366c89cf2ac1ce396ccfe5decbc6	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
b1349a086aecab74ee26306c04ce6c90	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
b533be7ef80c9ae24d1faacca945a1ae	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
b562678b4aee0eab575fdb0482f4a82d	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
b89526678fae4f67779425b91df6dc75	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
bd19ecbbd3e93cc2e05d588b3ed9401e	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
bd3487b464a28a0946f1e63617596e99	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
c27632a961749f4c5dfab57adf9d963d	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
c69046149d76dfbdd9a197ee8851dab2	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
c920cd892234e24c8fcb8d018ddbca8e	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
cab0d04c4282d57811c339cb9bb11f23	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
ceddb16e0ccb3473e5d74ca9ad07f922	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
d103a710754ad017ae69e6b0ff66c622	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
d34b07171f359f2c1ae06980e95e394f	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
d429737b576be185603c654a98bf6d1c	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
d6fe4fad32e15efbb989359deac6e620	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
d99688801ccdf0add0a9f54a5788a2f9	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
dfcaf46a54cc604afb798cc4a308e7ef	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
e94c484d39f752cf5c1654233d351985	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
ed1172cffa7c39b0266a57f4a829c318	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
edc8f67255ec0fad867d7d815acdc675	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
ee333e4ec631519ca14dd35ebd38396f	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
f048f2d77227336e661e655cbdacdb89	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
f149ecd411cf0bc1e3a9a14caf60702f	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
f1f4810a3b48a287b6aa5e4264ce8bdc	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
f4620c440f4c1a35160f5f2ccefb343d	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
f8639c090219cc3569a5034ab1984678	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
fc6085c0045a3cb9f4138dd78630b976	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
fd67d5bcbdedfb744aa351dafdc68620	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
ffbc3a93660539cea50f40618384bbac	d__Bacteria	 p__Firmicutes	 c__Bacilli	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
5e4f066d478ac0da11eb2df27469b887	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
70619cee58c4df3208911a13dabbd4ec	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
8ce2e1ca452941d73d6c14af64ff7384	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
f17a336754bfd704b2c1390e8fa5b01a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
00aa15c6e150f63c15116f68bf49a0bc	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
013d986d670883212f0cbf8a7ebe4a0f	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
015f4c00f95d05fc02ba40413b31e66a	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
01c3e9eb144efe4e03026ea99e2ec715	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
02edfc81564bb8aafbb6b9fd2cbcb81d	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0317d160c34f2b3535b94d8869ebcb1c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0441df43d8985404bb23d0be9e78e652	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0453fe6bd11afaf08f19aeb42d86a25e	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
07ef1f903499e49222076a874ff9dc39	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
083d3b9388a7b99ed18398e4288726c9	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0a6bac6e06fcdff7ce0cf92fb47b005e	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0ad622a7e921ce92f727d9c844da621a	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0b34581b781e4c9b24fec14b439856a6	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0be2437419c9f732f0f4a362f6111c8c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0c0b92a0111f204f6a2efb6da844e9b1	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0c823642ab321bd1b67f6deaa1175bb1	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0cafd239a2ff60d958d908f7ea1460d2	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0ce8cbb2979f4f3f352ad242ec1decad	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0eba6f7905f7c4b90b9cdcac1e0c0bef	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0f73a67c2f066ed436c623df5fc382be	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
0f9ab6513e271ed75b7bdacb59f15861	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
104f2a758c9ac0725f589a74cb9c16f2	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
13f687dcb237a3ea5e0fa220aed5a62c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
13ff058224ebe82d7840d7f88712a477	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
14f89f15f4bbc1ccd6af634cc4289bf7	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
14fc928d4f783286404f9be3634155fb	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
15da192b36fce38c2271eded60b5d379	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
160eaba894f0f6a696ab9b0825bdcfba	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
1636c66344071776138477bff67cc3b0	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
174d09e5099da23299f955a7b89475fc	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
176ec1f177608eeeff89ce58d4a4f97f	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
178b4a1d7bb476533c293dc466e91a11	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
1a46f20e95f54f03bec27f8356b6ce5c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
1a72e3d3245cecc5f98933135c785590	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
1abe2f601b01c74f39803b80277cab92	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
1bdf5150a5347d98f6c6849695fe8662	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
1c5cb8a639fc22de82f477dd6cb38e40	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
1e7017a634ace2559761ff3aa041512a	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
1feaa9ef219b4fe0b4f305ece5209834	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
20788b0c4faa56af080faca91ecdb44a	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
209cd18862efe163e1637e0f05a61a47	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
20e2cff0672b04be4fb0954287a90856	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
21ba965c029ab58d4378e1d5b6bb087d	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
21fa7c72e6db75d883d876bc93e59218	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
22ce45ed0f92336b3beab3832974ecc3	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
22e52095bd812e9de2637c2c0642cc8a	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
257e5e8f73539d74b13388fd355c9012	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
2b3ee3619d04ae640d5fdb409f453317	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
2b4674414c6a1512ac179f9120639c1a	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
2ba866e058cad12a9480ad264153e834	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
2df425dffe86fa467b56aacf10e1ea52	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
2f09dd55d58a766706a9aec2095bcad6	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
2fca19b662f1e731c6d84720a3dad995	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
30154a7c857f3855602a19a57d0aa18c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
31cd2032db86badcf5065f9cc7d04656	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
337a8f338d852b13fe34120183d080ae	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
33a1ea38362301592ff607d7c4b0a09d	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
345b17eb373e75b02373e599b050d828	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
354a0ac98749a27ec53ad3f1d5ae8bcd	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3692e3acbb6403d67e5632deae9b538b	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
36b022ad72b8b9f70586766f6530cf1b	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
36e47966e7609c3ef694af1367aaae2f	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
37b2facdeb4f1a7b2e839f46b6fd0bcf	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
38aad26a7daadac89171d6dac4aef1fe	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
395db9eaf057388ba85e31a591555432	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
396e5aba48461927639d0ccac7ba195c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3a1148565fb50e8978d6490fb75c1a08	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3a407a6a46a45fd5733f867f6c978031	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3b584e969831e8ab4f28d0def05000fd	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3bc6630bc72e9f959722c3c94f1ab9fe	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3cf643916bd0cda7fe3f1b8634d2b073	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3d8f7ac167d87ca17a914c0573996a8d	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3ed605e1c931af48fa4a69522106e0ef	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
3f0ff5022096316cb191e471313717d4	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
402c3720042630321ba55126eb10091a	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
41b9a59f2a7b80fcf328f01176c2b609	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
42f429eb6494b36a2e4e045e3904e804	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
44f2a06e5369efe37d4d4b8fd02dc63c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
457706202f24f1fa88f2d47d1a437360	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
4784bdaca41e64110c8facaf58f045c6	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
47e3a4731ebd54158426b0e45a474cae	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
481eb235d5a7b9a5d8a2e9c570b85f24	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
4a5d870b702351e219f2fdd77418cf3b	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
4a9d2234d4c7dc10a1bd47ce993c4fe6	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
4b5750bb1b91032896725a52b6cde3fe	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
4bc1ca7cae04cae1acfcd703482e16f0	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
4d707038699aa53922477647c109de1c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
4ea84db45fb3e0b7e80b00c5faa91d9b	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
4f60f0a867206a59df5c135ecbc94c7e	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
503dd1b36e2a4fb17df5dc4178c341d0	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
510c49d9bcf675107e0aa889e7b7574a	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
51744901836db23eb7256d07d17956f7	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
51956f04a7bf5e86290e5b19670259f2	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
5387ee7f7dc023c8cececbab701cf026	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
550349e32a769ae75bb6701251c2a606	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
552a154bfd68b3bf5b551ecd7f621ad4	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
59424fe953079a0968dfa28d4673ed19	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
5a7099d689d1c4475ffcf6663d54c947	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
5b26a9d03ba31a793b5dbd5a0e63a9b5	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
5b3f08639768b8411602589228d0a960	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
5fb01e98edee1d8eaaa9caa868a8691d	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
603d3a3f769571b07e5df86ca03b8530	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
619e8f05ea6af560974e13d88f9ff98e	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
61e0159d3ce69f45ae6bda4650b653ba	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
629a985aab4074dccf15a458da904f9f	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
62b1a04b85d41597efc9aa32d1c19232	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
62c531f0285b2b03bb10de841c3f2f2b	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
63e859b321d1d8b5ece4435bf1fa52f8	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
65034846bd72b4f6344d139eee3b28a2	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6524fbdb54c99615847342ff7055ac43	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6795e1d7fe4002fdd9e21b1f369cb3e9	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
684e539a6ba1d1004ca6d3214caa62f5	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
685f755b98fd483df021911a9ce2b79f	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
689747433c232b43f0e3189783f99bb9	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6967723ac2d32b60b2d49141732ba4d7	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
69f71d27ac23a469a09a15981ff098f6	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6a928c54bdf036f048dbeda1cb726a69	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6a93601ad758c86895ce859be9bf9326	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6af0f993550c841838d9ce94d954aeda	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6b2ea060df87df349f6a06f427e60844	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6b46b362823427d030827af474fe7486	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6b811fe4672e4e5ca2041eeac02ff885	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6bdb323898d114798fa556bc59dd99f8	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6c15fcfc347554c85747710a646f1ec8	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6ccf554702fea0abb9d214229f64eff0	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6d30efb29d5c37f5d6d9c5f0888aa659	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6d825753d9fbc2f432e001d32291eed5	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6da599d944de7399762236367cbc08b8	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6dd6d967e7aaa999de9c62c8d3bf93c8	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6ef14cab04b3c851e739db52fcbdde2c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
6efc88f162ee601d05df9e8466c181fc	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
71cc0fc9a0b757ef63224e89f60a7aac	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
735c3cd4d81ee46470906d3dd386bc38	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
73b99ae307e78d73cd2af4ab5c4a5436	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
74711844624da5883878cc0c75a92247	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
74a5a205d5c60031bc323b4da8b45eff	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
751e9686973d3dec700f0ed2c94c1a45	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
78c8f70236dd2ce46f68105e4855603c	d__Bacteria	 p__Firmicutes	 c__Clostridia	o__unc	o__unc|f_unc	o__unc|f_unc|g_unc	
