sample,marker_id,marker_name,genomes_detected,gene_copies_detected,weighted_abundance,copy_cap_per_genome
FW_TWAS_rep_2,hbd,3-hydroxybutyryl-CoA dehydrogenase,51,150,0.24544457567065966,1.0
FW_TWAS_rep_2,crt,crotonase,56,295,0.25489286316855064,1.0
FW_TWAS_rep_2,bcd,butyryl-CoA dehydrogenase,50,258,0.24012991395309596,1.0
FW_TWAS_rep_2,etfA,electron transfer flavoprotein alpha subunit,52,262,0.2450227771216467,1.0
FW_TWAS_rep_2,etfB,electron transfer flavoprotein beta subunit,43,48,0.2180276699848152,1.0
FW_TWAS_rep_2,cat,terminal CoA transferase,38,59,0.1724734266914122,1.0
FW_TWAS_rep_2,lctD,electron-confurcating lactate dehydrogenase catalytic component,20,22,0.1370423485743209,1.0
FW_TWAS_rep_2,lctB,electron-confurcating lactate dehydrogenase component,36,58,0.1720938079973005,1.0
FW_TWAS_rep_2,lctC,electron-confurcating lactate dehydrogenase component,31,47,0.17314830436983294,1.0
FW_TWAS_rep_2,pfor,pyruvate:ferredoxin oxidoreductase,40,67,0.20587987177324113,1.0
FW_TWAS_rep_2,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,43,127,0.13113716888813906,1.0
FW_TWAS_rep_2,adh,alcohol dehydrogenase,54,171,0.24810190652944153,1.0
FW_TWAS_rep_2,aldh,acetaldehyde dehydrogenase,35,63,0.12485237050784542,1.0
FW_TWAS_rep_2,hydA,ferredoxin hydrogenase,56,153,0.25016871941960517,1.0
FW_TWAS_rep_2,fdhA,formate dehydrogenase alpha subunit,54,192,0.23405601484730892,1.0
FW_TWAS_rep_2,rnfB,Rnf electron transport complex subunit B,40,108,0.18441032562847984,1.0
FW_TWAS_rep_2,mmcE,methylmalonyl-CoA mutase subunit,45,79,0.22781339632191666,1.0
FW_TWAS_rep_2,mmcF,methylmalonyl-CoA mutase subunit,42,56,0.21971486418086722,1.0
FW_TWAS_rep_2,mmcG,methylmalonyl-CoA epimerase,39,53,0.2085372026320229,1.0
FW_TWAS_rep_2,sucC,succinyl-CoA synthetase beta subunit,50,54,0.2237641302513919,1.0
FW_TWAS_rep_2,sucD,succinyl-CoA synthetase alpha subunit,54,81,0.24481187784714017,1.0
FW_TWAS_rep_2,fumB,fumarase,24,28,0.07343512738316181,1.0
FW_TWAS_rep_2,mdh,malate dehydrogenase,50,56,0.22460772734941792,1.0
FW_TWAS_rep_2,fhs,formate--tetrahydrofolate ligase,23,23,0.09093976716720095,1.0
FW_TWAS_rep_2,folD,methylene-THF dehydrogenase/cyclohydrolase,55,57,0.23160958326303363,1.0
FW_TWAS_rep_2,frhA,coenzyme F420 hydrogenase subunit alpha (H2 uptake),28,42,0.08018390416736967,1.0
FW_TWAS_rep_2,frhB,coenzyme F420 hydrogenase subunit beta (H2 uptake),46,103,0.2263792812552725,1.0
FW_TWAS_rep_2,frhG,coenzyme F420 hydrogenase subunit gamma (H2 uptake),56,150,0.25016871941960517,1.0
FW_TWAS_rep_2,mvhA,F420-non-reducing hydrogenase large subunit (H2 uptake),21,32,0.06322760249704742,1.0
FW_TWAS_rep_2,mvhD,F420-non-reducing hydrogenase iron-sulfur subunit (H2 uptake),5,5,0.015690906023283283,1.0
FW_TWAS_rep_2,mvhG,F420-non-reducing hydrogenase small subunit (H2 uptake),38,65,0.20313818120465668,1.0
